,Lat,Lon,Base,hour,weekday
247318,40.7472,-73.9886,2,13,5
541472,40.7541,-73.994,3,3,6
58472,40.775,-73.9792,1,16,2
73176,40.7685,-73.985,1,14,5
56891,40.7503,-73.9912,1,4,2
2401,40.7808,-73.9566,0,5,4
5188,40.7268,-73.9948,0,19,0
240128,40.6924,-73.9852,2,10,3
171862,40.7563,-73.9819,1,18,0
546760,40.7608,-73.9728,3,15,6
380865,40.7456,-74.0031,3,17,1
158359,40.7248,-73.9946,1,23,6
347384,40.7571,-73.9718,3,20,4
461216,40.7676,-73.9663,3,17,0
274250,40.7409,-73.9898,2,14,6
559483,40.8593,-73.8855,4,2,6
358218,40.7394,-74.0037,3,19,0
106215,40.7582,-73.8294,1,21,1
470034,40.6936,-73.9832,3,0,3
499154,40.7503,-73.9851,3,17,4
185714,40.7411,-74.0017,1,0,3
11688,40.776,-73.9594,0,11,4
243267,40.6458,-73.7768,2,14,1
159000,40.7531,-73.9345,1,6,4
407716,40.7779,-73.954,3,7,0
246454,40.735,-73.9818,2,7,5
326296,40.7435,-73.9727,2,21,6
389823,40.7708,-73.9619,3,19,5
154953,40.757,-73.9755,1,16,6
139853,40.7502,-73.9945,1,19,3
3205,40.8003,-73.9713,0,17,4
121590,40.7203,-74.0057,1,15,4
19842,40.7638,-73.9758,0,16,4
111118,40.7214,-74.0333,1,19,5
119416,40.7264,-74.0062,1,7,4
179182,40.7145,-74.0088,1,14,2
292012,40.7833,-73.9586,2,15,5
68310,40.7583,-73.9689,1,16,1
430404,40.7641,-73.9962,3,15,1
525632,40.7586,-73.9771,3,17,3
282465,40.7525,-73.9844,2,17,0
197447,40.7165,-74.0164,1,6,5
222922,40.7231,-73.9976,2,9,6
433496,40.7777,-73.9463,3,6,5
309849,40.763,-73.9877,2,21,2
252231,40.7397,-73.9926,2,20,6
538293,40.7483,-74.0059,3,17,5
487229,40.7589,-73.9938,3,7,6
134302,40.7047,-74.0081,1,16,2
163535,40.7222,-73.9983,1,18,4
329603,40.7043,-74.0091,3,14,5
284308,40.7609,-73.9989,2,10,2
145757,40.675,-73.9667,1,7,5
485865,40.7752,-73.9767,3,21,5
98870,40.7311,-73.9888,1,23,2
356176,40.7367,-73.9733,3,17,0
398359,40.7447,-73.9818,3,23,6
267758,40.7564,-73.9746,2,15,1
13492,40.7228,-74.0046,0,18,0
10714,40.6586,-73.934,0,14,6
346406,40.7398,-74.0029,3,18,4
81053,40.6676,-73.94,1,6,4
194502,40.7175,-74.0072,1,16,1
80029,40.7339,-74.0052,1,20,6
122511,40.7459,-73.9821,1,17,4
248041,40.7539,-73.9892,2,17,5
385308,40.7463,-73.9915,3,6,5
97923,40.8002,-73.9534,1,22,2
231895,40.777,-73.9597,2,14,0
460273,40.7711,-73.866,3,16,0
81979,40.7524,-73.9823,1,9,4
454501,40.7524,-73.9817,3,19,4
148775,40.7497,-73.9877,1,17,5
11035,40.7881,-73.9556,0,18,6
394484,40.7614,-73.998,3,15,6
272376,40.7506,-74.0034,2,21,5
258954,40.7602,-73.9734,2,16,0
354488,40.7477,-73.9895,3,15,0
161471,40.7456,-73.9953,1,15,4
521623,40.726,-73.9918,3,23,2
196891,40.706,-73.9447,1,1,5
273244,40.7207,-73.9842,2,7,6
314754,40.7457,-73.9802,2,15,1
292075,40.7738,-73.8716,2,15,5
166895,40.7764,-73.9899,1,2,0
194255,40.6866,-73.7578,1,16,1
68058,40.7577,-73.9812,1,15,1
256113,40.7446,-73.9872,2,21,4
471797,40.844,-73.9351,3,13,3
218373,40.7432,-74.0072,1,22,6
402883,40.7581,-73.9812,3,17,4
419646,40.7754,-73.9649,3,18,2
245826,40.7637,-73.9962,2,23,1
517974,40.7636,-73.9656,3,18,2
343640,40.7291,-74.0025,3,14,4
282751,40.7664,-73.9517,2,19,0
164269,40.7082,-74.0054,1,19,4
64457,40.7465,-74.0091,1,16,3
367693,40.6436,-73.7895,3,20,2
256196,40.7517,-73.9765,2,21,4
263723,40.7453,-73.9926,2,22,2
406909,40.7972,-73.9708,3,1,0
442648,40.7204,-73.7795,3,8,6
297062,40.7704,-73.8656,2,20,6
96722,40.7404,-73.982,1,19,2
450449,40.8896,-73.9029,3,10,4
558118,40.7926,-73.9193,4,14,0
420263,40.7389,-73.9928,3,19,2
71125,40.8507,-73.9427,1,0,5
6045,40.7443,-73.9544,0,13,2
168673,40.7534,-73.979,1,11,0
197403,40.7333,-73.9968,1,6,5
194629,40.748,-73.9849,1,17,1
415813,40.7445,-74.0064,3,3,2
427237,40.7677,-73.9642,3,21,3
249017,40.7496,-73.9756,2,21,5
230618,40.6466,-73.7895,2,7,0
539271,40.7556,-73.978,3,19,5
355962,40.7556,-73.9857,3,17,0
79490,40.7561,-73.993,1,18,6
12932,40.7311,-74.0068,0,10,0
558523,40.7431,-73.9926,4,17,2
27121,40.7316,-74.0006,0,22,4
269961,40.7106,-74.016,2,12,5
184604,40.7451,-73.9986,1,22,2
241839,40.6456,-73.7906,2,23,3
43957,40.675,-73.9389,1,4,4
3776,40.7424,-74.0065,0,22,4
396119,40.7404,-73.9859,3,18,6
79220,40.7743,-73.9632,1,18,6
451914,40.728,-73.9881,3,15,4
93848,40.7401,-73.9949,1,8,2
21765,40.632,-73.9121,0,14,2
415674,40.7374,-74.0091,3,1,2
215443,40.7388,-73.9898,1,19,6
195709,40.753,-73.9789,1,19,1
379060,40.7591,-73.9709,3,14,1
261292,40.7346,-74.01,2,10,2
64519,40.6767,-73.9855,1,16,3
436072,40.7223,-73.9971,3,14,5
309818,40.7259,-73.9925,2,21,2
259664,40.7324,-73.9948,2,19,0
411243,40.7606,-73.9716,3,16,0
526875,40.8118,-73.9413,3,22,3
548876,40.7514,-73.9803,3,17,6
437131,40.7459,-73.9998,3,17,5
145939,40.73,-73.9754,1,7,5
195859,40.7636,-73.9709,1,19,1
360479,40.741,-73.9942,3,22,0
36828,40.7108,-74.006,1,12,5
265492,40.7167,-74.0087,2,15,3
2284,40.7333,-74.0052,0,22,6
389457,40.7658,-73.9765,3,18,5
365855,40.7698,-73.9629,3,17,2
463469,40.7332,-73.9985,3,22,0
40645,40.645,-73.7819,1,11,6
500034,40.7524,-73.9861,3,18,4
222597,40.7289,-73.9762,2,7,6
533916,40.686,-73.9886,3,7,5
470676,40.7188,-73.9976,3,7,3
305876,40.7445,-73.9877,2,22,0
529583,40.7599,-73.9938,3,13,1
285435,40.7599,-73.9588,2,18,2
310776,40.7445,-74.0062,2,0,3
492724,40.6863,-73.9595,3,20,6
159422,40.7113,-73.9678,1,7,4
38318,40.7212,-73.9937,1,18,5
224506,40.7451,-73.9869,2,17,6
293449,40.7547,-73.9748,2,20,5
434255,40.7664,-73.9527,3,8,5
558946,40.7286,-73.9802,4,8,1
110580,40.7269,-73.9948,1,18,5
233121,40.7386,-74.0023,2,17,0
292836,40.7637,-73.9735,2,17,5
422224,40.7447,-73.9567,3,23,2
43291,40.7188,-73.9976,1,21,6
47513,40.7446,-73.9854,1,19,4
209214,40.7753,-73.9619,1,12,6
252143,40.7074,-74.0053,2,20,6
220918,40.756,-73.9847,2,17,5
80728,40.7415,-73.9877,1,0,4
262061,40.7269,-73.9857,2,16,2
437066,40.7274,-73.9811,3,16,5
556787,40.778,-73.9849,4,10,1
295581,40.7683,-73.8622,2,15,6
472613,40.773,-73.9784,3,16,3
198570,40.7838,-73.9807,1,10,5
64332,40.7618,-73.985,1,15,3
254440,40.7666,-73.9532,2,15,4
296354,40.7416,-73.9972,2,18,6
476372,40.7546,-73.9867,3,11,1
218822,40.7642,-73.9885,2,0,5
173012,40.717,-74.0128,1,19,0
424060,40.7426,-73.992,3,8,3
430909,40.7215,-73.9842,3,16,1
130353,40.7525,-73.992,1,20,0
296673,40.752,-73.9672,2,19,6
69829,40.753,-73.989,1,19,1
313629,40.7803,-73.9466,2,6,1
10327,40.7953,-73.9712,0,7,6
452416,40.7262,-73.9918,3,16,4
399034,40.7156,-74.0062,3,6,4
278357,40.7462,-73.9941,2,16,4
145628,40.6449,-73.7823,1,6,5
408116,40.7335,-74.0044,3,8,0
447940,40.7302,-73.9936,3,21,6
81412,40.7749,-73.9808,1,7,4
443448,40.7731,-73.8854,3,11,6
106111,40.7127,-73.9905,1,20,1
219795,40.7408,-73.9924,2,10,5
443876,40.6959,-73.9835,3,13,6
231051,40.7483,-73.9822,2,9,0
56228,40.7793,-73.9507,1,23,0
228593,40.7393,-73.9954,2,19,4
359881,40.7318,-73.9896,3,21,0
462544,40.723,-73.9988,3,20,0
11527,40.7759,-73.9559,0,8,4
267389,40.7361,-73.9959,2,13,1
327423,40.7263,-73.9842,3,6,5
19657,40.7271,-73.9922,0,14,4
502475,40.7395,-74.0018,3,22,4
371629,40.7488,-73.9746,3,4,3
284210,40.7309,-73.7121,2,8,2
509625,40.7175,-74.0107,3,20,0
492073,40.7197,-73.9579,3,19,6
243704,40.7249,-73.9972,2,16,1
503732,40.7759,-73.9441,3,6,0
438433,40.7623,-73.9836,3,18,5
188737,40.6454,-73.791,1,15,3
522876,40.7094,-74.0149,3,3,3
185781,40.7261,-73.9918,1,0,3
554877,40.753,-73.9893,4,19,5
435854,40.6832,-73.9679,3,14,5
384542,40.7654,-73.9812,3,0,5
555982,40.7703,-73.9497,4,18,0
160024,40.7773,-73.9637,1,9,4
446240,40.7228,-73.9983,3,18,6
509257,40.736,-73.9933,3,19,0
511974,40.6448,-73.7826,3,23,0
547923,40.7294,-74.0065,3,16,6
168743,40.6702,-73.9232,1,11,0
426221,40.7325,-74.0096,3,17,3
277190,40.619,-74.022,2,9,4
430667,40.7286,-74.0071,3,15,1
563121,40.7278,-73.9894,4,10,3
312030,40.7557,-73.9732,2,14,3
215685,40.762,-73.9835,1,19,6
341748,40.7775,-73.9831,3,7,4
290075,40.7532,-73.9809,2,17,1
125762,40.7538,-74.0292,1,1,0
517525,40.7446,-73.9915,3,17,2
294569,40.7255,-74.0094,2,9,6
415859,40.7268,-73.9798,3,3,2
552720,40.7553,-73.9869,3,21,6
203366,40.7155,-73.9916,1,19,5
115962,40.7273,-73.9919,1,16,6
18278,40.6905,-74.1784,0,9,6
46677,40.7454,-73.9868,1,17,4
454463,40.76,-73.9721,3,19,4
239074,40.7194,-74.0103,2,23,2
439134,40.7431,-74.0075,3,19,5
377123,40.7267,-73.9839,3,7,1
547836,40.7665,-73.9884,3,16,6
276828,40.6878,-74.1815,2,7,4
475270,40.7612,-73.9608,3,7,1
156332,40.7686,-73.9678,1,19,6
352586,40.7721,-73.961,3,11,0
256094,40.7609,-73.9724,2,21,4
400650,40.7658,-73.9707,3,11,4
174398,40.7508,-73.977,1,22,0
248577,40.7586,-73.9727,2,19,5
248980,40.7607,-73.9863,2,21,5
30376,40.6907,-74.1782,0,12,3
362221,40.7517,-74.0013,3,4,2
112522,40.7238,-73.9917,1,22,5
499171,40.761,-73.9691,3,17,4
122952,40.7684,-73.8627,1,18,4
469362,40.7095,-74.0091,3,22,2
22245,40.7248,-73.9842,0,22,2
188362,40.7415,-73.9938,1,14,3
8249,40.7783,-73.9554,0,14,1
404241,40.7586,-73.9772,3,18,4
147801,40.7442,-73.9841,1,15,5
263134,40.7278,-73.9573,2,20,2
535402,40.7564,-73.9766,3,13,5
285973,40.7357,-73.9938,2,21,2
503356,40.7376,-74.0017,3,5,0
212881,40.7824,-73.9715,1,17,6
351486,40.6997,-73.9919,3,8,0
79228,40.7787,-73.9836,1,18,6
210765,40.6465,-73.7895,1,14,6
308261,40.7113,-74.0057,2,16,2
369921,40.7478,-73.9404,3,23,2
128627,40.7244,-73.998,1,16,0
188925,40.7099,-73.9471,1,15,3
328691,40.6703,-73.954,3,10,5
2287,40.7241,-74.0113,0,22,6
223793,40.7425,-73.9848,2,15,6
414505,40.7399,-73.9932,3,22,0
349674,40.7297,-73.9869,3,0,0
145691,40.6952,-74.1784,1,7,5
175646,40.7081,-74.0093,1,23,0
26709,40.8029,-73.9446,0,18,4
352439,40.7629,-73.9742,3,10,0
377443,40.774,-73.8726,3,8,1
438765,40.7556,-73.9664,3,19,5
312123,40.7632,-73.9825,2,14,3
248903,40.7381,-74.0056,2,21,5
23794,40.7269,-74.002,0,8,5
254980,40.6699,-73.9738,2,17,4
16718,40.7442,-74.0066,0,0,5
243565,40.7602,-73.9804,2,16,1
50175,40.7475,-74.0034,1,7,0
93925,40.6461,-73.7768,1,9,2
71049,40.7438,-74.0087,1,22,1
308949,40.7516,-73.9718,2,18,2
52058,40.7413,-74.005,1,15,0
16298,40.7779,-73.9779,0,14,1
511858,40.7335,-73.9973,3,23,0
509407,40.749,-73.9798,3,19,0
234121,40.7373,-73.974,2,20,0
96162,40.706,-73.9503,1,18,2
190664,40.7471,-73.9773,1,21,3
383302,40.7455,-73.9714,3,20,1
547306,40.771,-73.8661,3,15,6
560846,40.7068,-73.9508,4,15,3
336028,40.7876,-73.9727,3,13,6
466440,40.7054,-73.9503,3,14,2
512315,40.7542,-73.9774,3,23,0
431687,40.7206,-73.9564,3,18,1
313018,40.7405,-74.0072,2,20,3
330027,40.7729,-73.9897,3,15,5
166416,40.6878,-74.1816,1,23,4
92234,40.6939,-73.9096,1,22,0
554526,40.7195,-73.9932,3,23,6
85877,40.7561,-73.9834,1,20,4
225420,40.8448,-73.9389,2,21,6
98695,40.6785,-73.9899,1,23,2
337272,40.764,-73.994,3,16,6
129304,40.7554,-73.9755,1,18,0
191797,40.6006,-73.9953,1,7,1
19537,40.7174,-74.0046,0,12,4
460892,40.6778,-73.9763,3,17,0
167681,40.7907,-73.9742,1,7,0
248387,40.7169,-74.0063,2,18,5
515586,40.6467,-73.7894,3,14,2
88707,40.7258,-73.9979,1,13,0
307086,40.645,-73.7818,2,6,2
481191,40.7519,-73.9736,3,9,5
469595,40.7426,-74.0041,3,23,2
480657,40.7064,-73.9435,3,7,5
217728,40.7982,-73.6659,1,21,6
203083,40.7585,-73.9815,1,19,5
347254,40.7709,-73.9476,3,20,4
71679,40.7387,-73.9848,1,7,5
95265,40.7249,-73.9972,1,15,2
178291,40.6786,-73.9298,1,11,2
299549,40.7602,-73.9696,2,15,4
396444,40.7567,-73.9701,3,18,6
294609,40.7719,-73.9631,2,9,6
309861,40.7272,-73.9932,2,21,2
116385,40.7425,-73.992,1,17,6
339597,40.7384,-73.9835,3,20,6
543379,40.7634,-73.9822,3,9,6
58826,40.723,-74.001,1,17,2
478145,40.7702,-73.9904,3,17,1
278774,40.7327,-73.9959,2,17,4
307788,40.6906,-73.9523,2,13,2
54818,40.7246,-73.982,1,20,0
424826,40.7735,-73.9543,3,12,3
238949,40.728,-73.9881,2,23,2
158168,40.7555,-73.9713,1,22,6
236048,40.7389,-74.0055,2,10,2
324206,40.8473,-73.9336,2,17,6
28882,40.7846,-73.9469,0,10,2
219225,40.7771,-73.978,2,7,5
94863,40.7674,-73.9665,1,14,2
27751,40.7266,-73.9941,0,14,0
539180,40.7594,-73.9723,3,19,5
105752,40.758,-73.9779,1,18,1
314938,40.7539,-73.9848,2,16,1
436435,40.7537,-73.9924,3,15,5
323189,40.7743,-73.9631,2,15,6
432081,40.7523,-73.9873,3,20,1
501715,40.7424,-74.0044,3,21,4
32163,40.7062,-74.0066,0,10,5
212502,40.7672,-73.9645,1,16,6
281132,40.7222,-74.0007,2,9,0
492785,40.7249,-74.0078,3,20,6
50063,40.7458,-74.0055,1,7,0
37228,40.645,-73.7819,1,15,5
102270,40.7233,-73.9913,1,20,3
482215,40.7225,-73.9991,3,14,5
189354,40.6951,-74.1787,1,16,3
341448,40.7443,-73.9941,3,7,4
261846,40.7378,-73.9901,2,14,2
462240,40.7277,-73.9793,3,19,0
122528,40.714,-74.0144,1,17,4
219195,40.7351,-73.9932,2,7,5
174289,40.783,-73.9481,1,21,0
227842,40.7517,-73.9936,2,16,4
83453,40.6881,-73.9688,1,15,4
6874,40.7519,-73.9772,0,22,2
166488,40.7473,-74.0082,1,23,4
62715,40.7276,-74.0342,1,2,3
129671,40.6863,-73.9907,1,18,0
152870,40.7719,-73.9888,1,10,6
288525,40.734,-74.004,2,5,1
306569,40.7321,-74.0007,2,0,2
308515,40.7473,-73.9932,2,16,2
257171,40.7075,-74.01,2,7,0
444964,40.7691,-73.9811,3,16,6
469036,40.7648,-73.9582,3,21,2
234161,40.7343,-74.0077,2,20,0
442454,40.7747,-73.9581,3,7,6
89155,40.7604,-73.9758,1,14,0
260826,40.7609,-73.9991,2,1,2
130898,40.7605,-73.9828,1,21,0
347136,40.7289,-73.9922,3,19,4
203314,40.7712,-73.8664,1,19,5
541046,40.7462,-73.9928,3,22,5
337825,40.7494,-73.9889,3,17,6
466248,40.7191,-73.9967,3,14,2
537813,40.706,-74.0088,3,17,5
444050,40.7235,-74.0108,3,13,6
489080,40.7865,-73.9524,3,13,6
444909,40.7199,-74.0102,3,16,6
270182,40.7355,-73.9883,2,13,5
372389,40.6592,-73.9504,3,10,3
131231,40.7676,-73.9809,1,22,0
392991,40.7741,-73.8725,3,9,6
422311,40.6873,-73.9608,3,23,2
403148,40.7217,-73.9581,3,17,4
401759,40.7745,-73.9537,3,15,4
192196,40.7746,-73.9479,1,8,1
142972,40.756,-73.9769,1,16,1
438655,40.75,-73.9767,3,19,5
184066,40.759,-73.9883,1,22,2
111178,40.7461,-73.9828,1,19,5
259965,40.7676,-73.9554,2,20,0
54704,40.7462,-73.9887,1,20,0
77297,40.7486,-74.0081,1,11,6
386433,40.6981,-73.9302,3,9,5
435695,40.7124,-74.01,3,13,5
229155,40.7577,-73.9866,2,21,4
544565,40.7313,-74.0101,3,11,6
563418,40.7589,-73.9846,4,17,1
362582,40.7449,-74.0051,3,7,2
520068,40.7687,-73.8672,3,21,2
447392,40.6606,-73.998,3,20,6
3838,40.7424,-74.0039,0,0,0
451306,40.7055,-74.0122,3,13,4
511720,40.7566,-73.9981,3,23,0
274547,40.7787,-73.948,2,15,6
109109,40.7584,-74.0001,1,15,5
100221,40.7189,-73.9565,1,10,3
108160,40.7399,-73.995,1,11,5
120908,40.7712,-73.9677,1,13,4
491685,40.7253,-73.9951,3,18,6
278242,40.7211,-73.9962,2,15,4
30956,40.7838,-73.9799,0,6,1
414318,40.7866,-73.9524,3,22,0
78078,40.7624,-73.9726,1,15,6
380545,40.6921,-73.9638,3,17,1
544105,40.7376,-73.9995,3,10,6
361282,40.7459,-73.9884,3,23,0
149790,40.7475,-73.9901,1,19,5
8112,40.7163,-74.009,0,11,1
524716,40.7578,-73.8491,3,14,3
68527,40.7598,-73.9705,1,16,1
146248,40.7249,-73.9807,1,8,5
510628,40.7591,-73.9747,3,21,0
449146,40.7771,-73.9521,3,6,4
75114,40.7406,-74.0086,1,20,5
79201,40.7694,-73.9597,1,18,6
13618,40.7145,-74.0377,0,19,0
224247,40.7475,-74.0044,2,16,6
163844,40.7471,-74.0105,1,19,4
336646,40.7084,-74.0112,3,15,6
437447,40.7579,-73.9775,3,17,5
536242,40.7408,-73.9872,3,15,5
314240,40.7389,-73.9852,2,10,1
550483,40.7422,-73.985,3,18,6
393899,40.7614,-73.9854,3,13,6
334304,40.8309,-73.9306,3,8,6
159123,40.7822,-73.9821,1,7,4
101985,40.7188,-73.9905,1,18,3
540234,40.7598,-73.9762,3,21,5
264049,40.7601,-73.9792,2,0,3
546131,40.6718,-73.9638,3,14,6
503017,40.7551,-73.9734,3,0,0
228578,40.7334,-73.9897,2,19,4
328525,40.6175,-73.9461,3,10,5
226616,40.7212,-73.9993,2,9,4
440,40.768,-73.9523,0,13,5
314949,40.7155,-74.0153,2,16,1
157550,40.7594,-73.9765,1,21,6
167833,40.6799,-74.0052,1,7,0
170318,40.7742,-73.9631,1,15,0
138186,40.7415,-74.004,1,12,3
92169,40.763,-73.9893,1,22,0
188767,40.7398,-73.9871,1,15,3
412683,40.73,-73.9977,3,19,0
413734,40.7718,-73.9829,3,21,0
488810,40.7182,-73.9439,3,12,6
167257,40.7261,-73.993,1,6,0
185754,40.7265,-73.9959,1,0,3
102615,40.6484,-73.7831,1,22,3
531841,40.7552,-73.975,3,19,1
399115,40.752,-73.9695,3,6,4
326718,40.7095,-73.7531,2,23,6
139287,40.818,-73.946,1,17,3
457966,40.735,-73.9889,3,8,0
107999,40.7653,-73.9854,1,11,5
526069,40.7065,-73.9517,3,18,3
19150,40.8054,-73.96,0,23,6
228268,40.7554,-73.979,2,18,4
85408,40.7564,-73.9817,1,19,4
305363,40.7311,-74.0013,2,20,0
41857,40.7038,-74.0102,1,16,6
74099,40.6963,-73.9661,1,17,5
419153,40.7213,-74.0108,3,17,2
247540,40.7725,-73.9607,2,15,5
405358,40.7427,-73.9845,3,20,4
441093,40.7521,-73.9744,3,22,5
152196,40.7173,-73.9604,1,8,6
216842,40.7111,-73.9501,1,20,6
99859,40.7143,-73.9873,1,7,3
563489,40.7594,-73.9811,4,20,1
89899,40.7516,-73.9679,1,16,0
81370,40.759,-73.9918,1,7,4
458750,40.7589,-73.9769,3,11,0
185845,40.7595,-73.9729,1,0,3
224540,40.7063,-74.0167,2,17,6
282985,40.7397,-73.9965,2,20,0
64507,40.719,-74.0051,1,16,3
475298,40.7235,-74.0061,3,7,1
217265,40.7172,-74.0083,1,21,6
37177,40.7421,-74.0001,1,14,5
393684,40.7517,-73.9771,3,12,6
34578,40.7613,-73.9867,0,16,6
538785,40.7875,-73.9686,3,18,5
156730,40.7305,-74.0103,1,19,6
23389,40.7553,-73.9736,0,17,1
79968,40.7586,-73.977,1,20,6
463684,40.7128,-73.9567,3,22,0
96732,40.8051,-73.9388,1,19,2
221857,40.736,-73.9931,2,22,5
500519,40.7573,-73.9781,3,19,4
429878,40.7431,-73.9883,3,13,1
291402,40.7201,-74.0001,2,9,5
418840,40.6846,-73.976,3,17,2
285655,40.6925,-73.9864,2,19,2
230318,40.7294,-73.9802,2,6,0
258196,40.7446,-73.9753,2,13,0
64240,40.7326,-73.953,1,15,3
136310,40.7209,-73.9566,1,22,2
151595,40.7791,-73.9827,1,6,6
511571,40.777,-73.9521,3,22,0
377946,40.695,-74.1783,3,10,1
304394,40.7494,-73.9838,2,17,0
246402,40.7376,-74.0089,2,7,5
388339,40.7239,-73.998,3,16,5
16368,40.7605,-73.9704,0,16,1
472780,40.7661,-73.6352,3,17,3
76608,40.8281,-73.922,1,7,6
72532,40.737,-73.9891,1,10,5
313182,40.6974,-73.9967,2,21,3
255983,40.7522,-73.9934,2,20,4
439612,40.7636,-73.9753,3,20,5
124605,40.7396,-74.0023,1,21,4
494772,40.6449,-73.7823,3,6,4
553020,40.7244,-73.9935,3,21,6
333036,40.7356,-74.0068,3,23,5
181499,40.7549,-73.9737,1,18,2
64084,40.6885,-73.9889,1,14,3
256862,40.7614,-73.968,2,6,0
6344,40.7817,-73.9792,0,17,2
376289,40.7581,-73.9928,3,4,1
563492,40.7054,-74.0071,4,21,1
66785,40.7592,-73.9648,1,8,1
494156,40.7166,-74.0077,3,2,4
388984,40.7459,-73.9822,3,17,5
195513,40.7548,-73.978,1,18,1
178471,40.8513,-73.9402,1,12,2
131197,40.7438,-73.9952,1,22,0
521945,40.7297,-73.9809,3,0,3
155315,40.7708,-73.9491,1,17,6
495360,40.7152,-74.0162,3,8,4
466093,40.7229,-73.9947,3,13,2
88518,40.7554,-73.9837,1,12,0
121086,40.751,-73.9827,1,14,4
101437,40.7105,-73.9941,1,16,3
41317,40.7336,-74.0082,1,14,6
444226,40.6947,-73.97,3,14,6
328051,40.7717,-73.9887,3,8,5
449650,40.7203,-73.9846,3,7,4
249697,40.7237,-74.0109,2,7,6
52286,40.7449,-73.995,1,16,0
297009,40.7345,-74.0014,2,20,6
18678,40.6881,-73.84,0,16,6
81177,40.763,-73.9819,1,6,4
211467,40.6735,-73.9761,1,15,6
332041,40.7813,-73.946,3,19,5
401637,40.6879,-73.9898,3,14,4
388591,40.748,-74.0049,3,16,5
103392,40.7308,-73.9759,1,7,1
484968,40.77,-73.8645,3,19,5
243567,40.7512,-73.9935,2,16,1
510565,40.7182,-73.9903,3,21,0
342244,40.7848,-73.9697,3,9,4
383066,40.7199,-74.0052,3,19,1
427187,40.7585,-73.8933,3,21,3
24237,40.7055,-74.0076,0,16,5
456720,40.721,-73.9938,3,23,4
494980,40.6878,-74.1818,3,7,4
200786,40.7504,-73.9768,1,16,5
554713,40.7691,-73.8635,4,11,5
205256,40.7529,-73.9676,1,23,5
229569,40.7516,-74.0014,2,22,4
123487,40.7582,-73.9774,1,19,4
103718,40.7167,-73.9647,1,9,1
145293,40.7575,-73.967,1,5,5
481961,40.7594,-73.9774,3,13,5
488479,40.771,-73.9812,3,11,6
289818,40.7361,-74.0089,2,16,1
69346,40.6906,-74.1783,1,18,1
342156,40.645,-73.782,3,8,4
288987,40.7681,-73.9574,2,8,1
16569,40.7792,-73.988,0,19,1
80095,40.6936,-73.9905,1,20,6
501637,40.75,-73.976,3,21,4
518575,40.7556,-73.973,3,19,2
59405,40.721,-74.0028,1,18,2
422694,40.7344,-74.0023,3,0,3
132156,40.7181,-74.0028,1,2,2
80184,40.7483,-73.9859,1,21,6
400117,40.7256,-73.995,3,9,4
125668,40.7194,-74.0095,1,0,0
375205,40.757,-73.9841,3,19,3
223561,40.7677,-73.9848,2,14,6
379921,40.7347,-74.0093,3,16,1
546715,40.7284,-74.0053,3,15,6
376923,40.7805,-73.9872,3,7,1
137442,40.7434,-73.992,1,6,3
530608,40.7211,-74.0027,3,16,1
19895,40.7139,-74.0144,0,17,4
407371,40.7355,-74.0033,3,6,0
12176,40.7564,-73.9898,0,17,4
505175,40.7913,-73.9533,3,11,0
439870,40.7954,-73.9654,3,20,5
231098,40.7768,-73.9893,2,10,0
167808,40.7297,-73.9785,1,7,0
186943,40.6732,-73.9287,1,7,3
17493,40.737,-74.0027,0,17,5
458759,40.7995,-73.971,3,11,0
379201,40.7738,-73.9661,3,15,1
471174,40.7376,-74.0089,3,10,3
380086,40.7611,-73.9711,3,16,1
244449,40.7578,-73.9837,2,18,1
500016,40.7089,-74.0052,3,18,4
54951,40.7589,-73.9878,1,20,0
517574,40.72,-73.9957,3,17,2
118047,40.7601,-73.978,1,21,6
397528,40.7073,-73.8355,3,21,6
276764,40.7796,-73.9816,2,6,4
17045,40.6239,-73.5985,0,11,5
190936,40.7431,-73.98,1,23,3
424302,40.7611,-73.9989,3,10,3
385628,40.7612,-73.9999,3,7,5
117376,40.7477,-73.9849,1,19,6
533504,40.7686,-73.9604,3,6,5
542945,40.7281,-73.8529,3,8,6
555638,40.7381,-74.0041,4,22,4
306859,40.7505,-73.9871,2,2,2
54570,40.7176,-73.9635,1,19,0
401109,40.756,-73.9741,3,13,4
97706,40.7512,-73.9913,1,21,2
308325,40.7801,-73.9772,2,16,2
218355,40.7262,-74.0025,1,22,6
524012,40.7379,-73.9849,3,12,3
427097,40.7407,-74.0076,3,20,3
436094,40.7587,-73.9861,3,14,5
388083,40.7791,-73.9581,3,15,5
513255,40.742,-74.0039,3,1,2
299857,40.7555,-73.977,2,16,4
293756,40.73,-73.9813,2,22,5
142612,40.707,-74.0124,1,14,1
215952,40.6799,-73.9894,1,20,6
561262,40.7536,-73.999,4,11,5
271283,40.7326,-73.977,2,18,5
133953,40.7267,-73.994,1,15,2
392293,40.7176,-74.0057,3,7,6
259543,40.6873,-73.9677,2,18,0
397598,40.7236,-74.0111,3,21,6
381833,40.6934,-73.9905,3,18,1
127850,40.7761,-73.9644,1,14,0
192798,40.7595,-73.9736,1,11,1
409880,40.7188,-74.0025,3,13,0
327559,40.7818,-73.9796,3,7,5
196404,40.7742,-73.8731,1,21,1
509444,40.7344,-73.9924,3,19,0
434576,40.755,-73.9764,3,10,5
104247,40.7515,-73.9739,1,13,1
326518,40.7391,-73.993,2,22,6
493490,40.7601,-73.9747,3,22,6
